region_code,number_prefix,is_geographic,is_mobile,is_satellite
IN,9172941,0,1,0
IN,91970,0,1,0
IN,9177769,0,1,0
IN,9185459,0,1,0
IN,9178348,0,1,0
IN,9175380,0,1,0
IN,9198756,0,1,0
IN,9173918,0,1,0
IN,9195314,0,1,0
IN,9173370,0,1,0
IN,9177279,0,1,0
IN,9189340,0,1,0
IN,9183968,0,1,0
IN,9185480,0,1,0
IN,9175350,0,1,0
IN,918102,0,1,0
IN,9182889,0,1,0
IN,9187119,0,1,0
IN,9178658,0,1,0
IN,9187368,0,1,0
IN,9183868,0,1,0
IN,9174629,0,1,0
IN,9187071,0,1,0
IN,9177820,0,1,0
IN,9177800,0,1,0
IN,9174559,0,1,0
IN,9183270,0,1,0
IN,918278,0,1,0
IN,9187776,0,1,0
IN,918696,0,1,0
IN,9185330,0,1,0
IN,91877790,0,1,0
IN,9189001,0,1,0
IN,9176104,0,1,0
IN,9184438,0,1,0
IN,9196532,0,1,0
IN,9182519,0,1,0
IN,9185880,0,1,0
IN,9172569,0,1,0
IN,9182549,0,1,0
IN,9177649,0,1,0
IN,9182639,0,1,0
IN,9187666,0,1,0
IN,9177579,0,1,0
IN,9185770,0,1,0
IN,9176119,0,1,0
IN,9173218,0,1,0
IN,9174870,0,1,0
IN,9198708,0,1,0
IN,917309,0,1,0
IN,9188210,0,1,0
IN,9184178,0,1,0
IN,918104,0,1,0
IN,9185788,0,1,0
IN,9178058,0,1,0
IN,9182779,0,1,0
IN,9186478,0,1,0
IN,9178019,0,1,0
IN,916399,0,1,0
IN,9189449,0,1,0
IN,9185150,0,1,0
IN,91701,0,1,0
IN,9178468,0,1,0
IN,9177349,0,1,0
IN,9182280,0,1,0
IN,9185490,0,1,0
IN,9174849,0,1,0
IN,9186840,0,1,0
IN,9185229,0,1,0
IN,9176060,0,1,0
IN,9183869,0,1,0
IN,9175586,0,1,0
IN,9186230,0,1,0
IN,9172648,0,1,0
IN,919328,0,1,0
IN,9189029,0,1,0
IN,9185338,0,1,0
IN,9186940,0,1,0
IN,918986,0,1,0
IN,918954,0,1,0
IN,9177548,0,1,0
IN,9177450,0,1,0
IN,9172269,0,1,0
IN,918867,0,1,0
IN,9172172,0,1,0
IN,9174619,0,1,0
IN,9175390,0,1,0
IN,918005,0,1,0
IN,918597,0,1,0
IN,9186200,0,1,0
IN,9172219,0,1,0
IN,9174828,0,1,0
IN,9176340,0,1,0
IN,9175969,0,1,0
IN,917349,0,1,0
IN,9176218,0,1,0
IN,9183672,0,1,0
IN,9182630,0,1,0
IN,918429,0,1,0
IN,918528,0,1,0
IN,9181139,0,1,0
IN,9173620,0,1,0
IN,9188876,0,1,0
IN,9174630,0,1,0
IN,9185240,0,1,0
IN,917382,0,1,0
IN,9179799,0,1,0
IN,9189024,0,1,0
IN,9174369,0,1,0
IN,917895,0,1,0
IN,9185510,0,1,0
IN,9189380,0,1,0
IN,9172319,0,1,0
IN,9178470,0,1,0
IN,9176039,0,1,0
IN,9172559,0,1,0
IN,9175269,0,1,0
IN,9175640,0,1,0
IN,9183919,0,1,0
IN,911886795,0,1,0
IN,919190,0,1,0
IN,9176830,0,1,0
IN,917428,0,1,0
IN,9174550,0,1,0
IN,9184679,0,1,0
IN,9185199,0,1,0
IN,9188375,0,1,0
IN,9187289,0,1,0
IN,918904,0,1,0
IN,9187490,0,1,0
IN,9183428,0,1,0
IN,9178478,0,1,0
IN,9178620,0,1,0
IN,9182880,0,1,0
IN,9179019,0,1,0
IN,91836799,0,1,0
IN,9195313,0,1,0
IN,9176749,0,1,0
IN,9177860,0,1,0
IN,9183674,0,1,0
IN,9185020,0,1,0
IN,9183010,0,1,0
IN,917275,0,1,0
IN,9177238,0,1,0
IN,9182318,0,1,0
IN,9185888,0,1,0
IN,916389,0,1,0
IN,9175478,0,1,0
IN,9181520,0,1,0
IN,91744795,0,1,0
IN,9185100,0,1,0
IN,9175830,0,1,0
IN,9187460,0,1,0
IN,918985,0,1,0
IN,9174530,0,1,0
IN,9187439,0,1,0
IN,917355,0,1,0
IN,91343795,0,1,0
IN,9178158,0,1,0
IN,9176840,0,1,0
IN,917715,0,1,0
IN,9184708,0,1,0
IN,9174698,0,1,0
IN,9181678,0,1,0
IN,9172329,0,1,0
IN,9177868,0,1,0
IN,9172349,0,1,0
IN,9172560,0,1,0
IN,9182839,0,1,0
IN,918108,0,1,0
IN,9178040,0,1,0
IN,9181720,0,1,0
IN,9187420,0,1,0
IN,9176158,0,1,0
IN,9174868,0,1,0
IN,9181948,0,1,0
IN,9172328,0,1,0
IN,911638795,0,1,0
IN,918446,0,1,0
IN,91935,0,1,0
IN,9188877,0,1,0
IN,9184070,0,1,0
IN,9185928,0,1,0
IN,9181508,0,1,0
IN,9173920,0,1,0
IN,9182849,0,1,0
IN,9177559,0,1,0
IN,9185059,0,1,0
IN,9172359,0,1,0
IN,9183558,0,1,0
IN,9172379,0,1,0
IN,9188105,0,1,0
IN,9186410,0,1,0
IN,9183509,0,1,0
IN,9173249,0,1,0
IN,9177500,0,1,0
IN,9174949,0,1,0
IN,9185139,0,1,0
IN,9176308,0,1,0
IN,9187349,0,1,0
IN,9188550,0,1,0
IN,9172030,0,1,0
IN,9176183,0,1,0
IN,9187618,0,1,0
IN,91870798,0,1,0
IN,916239,0,1,0
IN,9189349,0,1,0
IN,9185848,0,1,0
IN,9176198,0,1,0
IN,9183860,0,1,0
IN,9187300,0,1,0
IN,9184978,0,1,0
IN,91747798,0,1,0
IN,9183369,0,1,0
IN,9182650,0,1,0
IN,9177187,0,1,0
IN,9177340,0,1,0
IN,9172309,0,1,0
IN,9172209,0,1,0
IN,9184528,0,1,0
IN,9179924,0,1,0
IN,9187259,0,1,0
IN,9178680,0,1,0
IN,9176195,0,1,0
IN,9176188,0,1,0
IN,9187190,0,1,0
IN,9181110,0,1,0
IN,9187078,0,1,0
IN,9175600,0,1,0
IN,9183798,0,1,0
IN,919798,0,1,0
IN,9185556,0,1,0
IN,9172849,0,1,0
IN,9187488,0,1,0
IN,9184820,0,1,0
IN,9186428,0,1,0
IN,917352,0,1,0
IN,918329,0,1,0
IN,918890,0,1,0
IN,9185710,0,1,0
IN,91733792,0,1,0
IN,9175649,0,1,0
IN,9182550,0,1,0
IN,9172230,0,1,0
IN,9186450,0,1,0
IN,919348,0,1,0
IN,9185699,0,1,0
IN,9188180,0,1,0
IN,9185768,0,1,0
IN,918349,0,1,0
IN,9196536,0,1,0
IN,9183339,0,1,0
IN,91919,0,1,0
IN,9181869,0,1,0
IN,9188628,0,1,0
IN,9172900,0,1,0
IN,9186720,0,1,0
IN,9174359,0,1,0
IN,9184980,0,1,0
IN,9173393,0,1,0
IN,9182568,0,1,0
IN,919182,0,1,0
IN,9176908,0,1,0
IN,9190575,0,1,0
IN,9187647,0,1,0
IN,918658,0,1,0
IN,91877798,0,1,0
IN,9183408,0,1,0
IN,918286,0,1,0
IN,9175729,0,1,0
IN,9176708,0,1,0
IN,9178249,0,1,0
IN,9185369,0,1,0
IN,9180798,0,1,0
IN,9175928,0,1,0
IN,9172798,0,1,0
IN,9176809,0,1,0
IN,9182218,0,1,0
IN,9183999,0,1,0
IN,919680,0,1,0
IN,91747792,0,1,0
IN,9178060,0,1,0
IN,9173640,0,1,0
IN,9186408,0,1,0
IN,9172890,0,1,0
IN,9172579,0,1,0
IN,91601,0,1,0
IN,911764795,0,1,0
IN,9187310,0,1,0
IN,9188529,0,1,0
IN,918849,0,1,0
IN,9187510,0,1,0
IN,9189022,0,1,0
IN,9176173,0,1,0
IN,9182073,0,1,0
IN,9185829,0,1,0
IN,9177918,0,1,0
IN,9173728,0,1,0
IN,9186788,0,1,0
IN,9174850,0,1,0
IN,91161795,0,1,0
IN,9173174,0,1,0
IN,9178268,0,1,0
IN,9172790,0,1,0
IN,918459,0,1,0
IN,9175388,0,1,0
IN,9174660,0,1,0
IN,9183888,0,1,0
IN,9174549,0,1,0
IN,919569,0,1,0
IN,918508,0,1,0
IN,9189000,0,1,0
IN,917736,0,1,0
IN,9184110,0,1,0
IN,919192,0,1,0
IN,9177628,0,1,0
IN,9184649,0,1,0
IN,9169,0,1,0
IN,9182678,0,1,0
IN,9177539,0,1,0
IN,918296,0,1,0
IN,9174529,0,1,0
IN,9186691,0,1,0
IN,9185849,0,1,0
IN,911628795,0,1,0
IN,9189468,0,1,0
IN,918851,0,1,0
IN,9178879,0,1,0
IN,917499,0,1,0
IN,917397,0,1,0
IN,9176328,0,1,0
IN,916287,0,1,0
IN,9177258,0,1,0
IN,9175310,0,1,0
IN,9189310,0,1,0
IN,9172548,0,1,0
IN,9177919,0,1,0
IN,9184170,0,1,0
IN,9181838,0,1,0
IN,9177180,0,1,0
IN,9174569,0,1,0
IN,9183589,0,1,0
IN,918607,0,1,0
IN,9183578,0,1,0
IN,9182349,0,1,0
IN,9187428,0,1,0
IN,911824795,0,1,0
IN,9185620,0,1,0
IN,9182230,0,1,0
IN,9177078,0,1,0
IN,9183599,0,1,0
IN,9176900,0,1,0
IN,9175580,0,1,0
IN,9181398,0,1,0
IN,9175288,0,1,0
IN,9173679,0,1,0
IN,918075,0,1,0
IN,9176409,0,1,0
IN,91915,0,1,0
IN,9198,0,1,0
IN,91977,0,1,0
IN,9188688,0,1,0
IN,9174105,0,1,0
IN,918686,0,1,0
IN,9182590,0,1,0
IN,9185190,0,1,0
IN,9189429,0,1,0
IN,918141,0,1,0
IN,916008,0,1,0
IN,9185370,0,1,0
IN,9189880,0,1,0
IN,9190,0,1,0
IN,918880,0,1,0
IN,9177339,0,1,0
IN,9176489,0,1,0
IN,9175858,0,1,0
IN,9182268,0,1,0
IN,9175505,0,1,0
IN,917588,0,1,0
IN,9174005,0,1,0
IN,9177488,0,1,0
IN,91623,0,1,0
IN,9178039,0,1,0
IN,9175573,0,1,0
IN,9172700,0,1,0
IN,9189879,0,1,0
IN,917902,0,1,0
IN,9185850,0,1,0
IN,9175909,0,1,0
IN,9176248,0,1,0
IN,91870795,0,1,0
IN,9185938,0,1,0
IN,918341,0,1,0
IN,918983,0,1,0
IN,9187520,0,1,0
IN,9174474,0,1,0
IN,9174919,0,1,0
IN,9188239,0,1,0
IN,9187775,0,1,0
IN,911885795,0,1,0
IN,9187109,0,1,0
IN,91709,0,1,0
IN,9178639,0,1,0
IN,9177748,0,1,0
IN,9177040,0,1,0
IN,917353,0,1,0
IN,9183318,0,1,0
IN,9184779,0,1,0
IN,9182239,0,1,0
IN,9175592,0,1,0
IN,917409,0,1,0
IN,9182888,0,1,0
IN,9176100,0,1,0
IN,9185939,0,1,0
IN,9172472,0,1,0
IN,9176298,0,1,0
IN,916293,0,1,0
IN,9176648,0,1,0
IN,919580,0,1,0
IN,9176783,0,1,0
IN,9174639,0,1,0
IN,9186260,0,1,0
IN,9175210,0,1,0
IN,9174003,0,1,0
IN,91744797,0,1,0
IN,917384,0,1,0
IN,9177730,0,1,0
IN,9174140,0,1,0
IN,9184709,0,1,0
IN,917735,0,1,0
IN,9174840,0,1,0
IN,9177729,0,1,0
IN,917829,0,1,0
IN,9181849,0,1,0
IN,9178130,0,1,0
IN,9177908,0,1,0
IN,9188578,0,1,0
IN,9186749,0,1,0
IN,917373,0,1,0
IN,9175179,0,1,0
IN,9186374,0,1,0
IN,9184250,0,1,0
IN,911874795,0,1,0
IN,9184078,0,1,0
IN,9178010,0,1,0
IN,9181528,0,1,0
IN,9174328,0,1,0
IN,9177038,0,1,0
IN,9178269,0,1,0
IN,9172949,0,1,0
IN,9178448,0,1,0
IN,9184139,0,1,0
IN,9186400,0,1,0
IN,9184249,0,1,0
IN,9184260,0,1,0
IN,9184939,0,1,0
IN,9183758,0,1,0
IN,9182838,0,1,0
IN,917376,0,1,0
IN,917972,0,1,0
IN,917416,0,1,0
IN,9172220,0,1,0
IN,911679795,0,1,0
IN,919359,0,1,0
IN,917403,0,1,0
IN,9193184,0,1,0
IN,9187498,0,1,0
IN,9177760,0,1,0
IN,918001,0,1,0
IN,9185446,0,1,0
IN,9172860,0,1,0
IN,9183950,0,1,0
IN,9178109,0,1,0
IN,919025,0,1,0
IN,918949,0,1,0
IN,9176050,0,1,0
IN,9182249,0,1,0
IN,919498,0,1,0
IN,916366,0,1,0
IN,9176718,0,1,0
IN,9183468,0,1,0
IN,9162910,0,1,0
IN,91733791,0,1,0
IN,9178873,0,1,0
IN,9185659,0,1,0
IN,918004,0,1,0
IN,9178449,0,1,0
IN,9189229,0,1,0
IN,9174520,0,1,0
IN,919755,0,1,0
IN,9183920,0,1,0
IN,9174558,0,1,0
IN,9178881,0,1,0
IN,9173680,0,1,0
IN,9186220,0,1,0
IN,91731795,0,1,0
IN,9186268,0,1,0
IN,9174628,0,1,0
IN,9176019,0,1,0
IN,9176609,0,1,0
IN,918810,0,1,0
IN,9183173,0,1,0
IN,9184950,0,1,0
IN,917386,0,1,0
IN,9176787,0,1,0
IN,9184839,0,1,0
IN,9183340,0,1,0
IN,911632795,0,1,0
IN,9174820,0,1,0
IN,9189638,0,1,0
IN,9187339,0,1,0
IN,9176848,0,1,0
IN,9183348,0,1,0
IN,9176578,0,1,0
IN,9174269,0,1,0
IN,9184440,0,1,0
IN,918956,0,1,0
IN,9184969,0,1,0
IN,9183859,0,1,0
IN,9176430,0,1,0
IN,917888,0,1,0
IN,9185159,0,1,0
IN,918840,0,1,0
IN,9175230,0,1,0
IN,916385,0,1,0
IN,9177909,0,1,0
IN,9173608,0,1,0
IN,9183848,0,1,0
IN,9189008,0,1,0
IN,9185590,0,1,0
IN,9185138,0,1,0
IN,9187870,0,1,0
IN,9186218,0,1,0
IN,9177240,0,1,0
IN,9187340,0,1,0
IN,918885,0,1,0
IN,9178510,0,1,0
IN,9181199,0,1,0
IN,9175838,0,1,0
IN,9178872,0,1,0
IN,918669,0,1,0
IN,9183459,0,1,0
IN,9176878,0,1,0
IN,9184229,0,1,0
IN,9176379,0,1,0
IN,9186859,0,1,0
IN,9183430,0,1,0
IN,9186258,0,1,0
IN,917978,0,1,0
IN,9184689,0,1,0
IN,9182994,0,1,0
IN,9174518,0,1,0
IN,9187610,0,1,0
IN,9174650,0,1,0
IN,917250,0,1,0
IN,918591,0,1,0
IN,9177778,0,1,0
IN,918652,0,1,0
IN,919398,0,1,0
IN,9181940,0,1,0
IN,9177049,0,1,0
IN,91671795,0,1,0
IN,9181809,0,1,0
IN,917892,0,1,0
IN,91816790,0,1,0
IN,9185359,0,1,0
IN,9187478,0,1,0
IN,9186858,0,1,0
IN,9184630,0,1,0
IN,9176488,0,1,0
IN,9183878,0,1,0
IN,9174640,0,1,0
IN,91945,0,1,0
IN,9185230,0,1,0
IN,9195115,0,1,0
IN,917869,0,1,0
IN,918427,0,1,0
IN,9185380,0,1,0
IN,919113,0,1,0
IN,9182248,0,1,0
IN,9175360,0,1,0
IN,9176860,0,1,0
IN,9177510,0,1,0
IN,9176190,0,1,0
IN,9176368,0,1,0
IN,9175319,0,1,0
IN,9181549,0,1,0
IN,9174009,0,1,0
IN,916365,0,1,0
IN,9175648,0,1,0
IN,9178069,0,1,0
IN,9173939,0,1,0
IN,9175630,0,1,0
IN,9176784,0,1,0
IN,9178048,0,1,0
IN,918237,0,1,0
IN,917518,0,1,0
IN,9175588,0,1,0
IN,9182660,0,1,0
IN,9174659,0,1,0
IN,9184040,0,1,0
IN,9172889,0,1,0
IN,9183330,0,1,0
IN,9189911,0,1,0
IN,9175839,0,1,0
IN,9172398,0,1,0
IN,9176559,0,1,0
IN,9186590,0,1,0
IN,9178875,0,1,0
IN,9172528,0,1,0
IN,9184510,0,1,0
IN,918848,0,1,0
IN,9186298,0,1,0
IN,9176080,0,1,0
IN,918897,0,1,0
IN,9176105,0,1,0
IN,9184089,0,1,0
IN,918210,0,1,0
IN,918553,0,1,0
IN,9178050,0,1,0
IN,9184220,0,1,0
IN,9172348,0,1,0
IN,918951,0,1,0
IN,917208,0,1,0
IN,9178874,0,1,0
IN,911685795,0,1,0
IN,9172979,0,1,0
IN,9183360,0,1,0
IN,9175609,0,1,0
IN,9185858,0,1,0
IN,919863,0,1,0
IN,91947,0,1,0
IN,91628,0,1,0
IN,917404,0,1,0
IN,91824792,0,1,0
IN,918670,0,1,0
IN,918892,0,1,0
IN,9192609,0,1,0
IN,9178209,0,1,0
IN,91870791,0,1,0
IN,9182298,0,1,0
IN,9187250,0,1,0
IN,9185569,0,1,0
IN,9175584,0,1,0
IN,9185789,0,1,0
IN,9181848,0,1,0
IN,9185340,0,1,0
IN,918826,0,1,0
IN,9172868,0,1,0
IN,9183520,0,1,0
IN,917380,0,1,0
IN,9174688,0,1,0
IN,919123,0,1,0
IN,9177185,0,1,0
IN,9177588,0,1,0
IN,9172968,0,1,0
IN,9186569,0,1,0
IN,9173689,0,1,0
IN,918086,0,1,0
IN,91972,0,1,0
IN,9182074,0,1,0
IN,9172530,0,1,0
IN,917381,0,1,0
IN,9186598,0,1,0
IN,9186672,0,1,0
IN,9181329,0,1,0
IN,9189005,0,1,0
IN,917498,0,1,0
IN,911853795,0,1,0
IN,9185238,0,1,0
IN,9184540,0,1,0
IN,9185129,0,1,0
IN,918970,0,1,0
IN,9185550,0,1,0
IN,9172218,0,1,0
IN,9176758,0,1,0
IN,91637,0,1,0
IN,9174773,0,1,0
IN,9185588,0,1,0
IN,9163790,0,1,0
IN,9185808,0,1,0
IN,9177189,0,1,0
IN,918287,0,1,0
IN,9186730,0,1,0
IN,918918,0,1,0
IN,918300,0,1,0
IN,91810,0,1,0
IN,9176948,0,1,0
IN,918898,0,1,0
IN,9185030,0,1,0
IN,9183350,0,1,0
IN,9186171,0,1,0
IN,917809,0,1,0
IN,9187198,0,1,0
IN,9178020,0,1,0
IN,9176159,0,1,0
IN,9188699,0,1,0
IN,9173374,0,1,0
IN,9184588,0,1,0
IN,918920,0,1,0
IN,917797,0,1,0
IN,9174950,0,1,0
IN,9186739,0,1,0
IN,9184189,0,1,0
IN,9178530,0,1,0
IN,91744790,0,1,0
IN,9186177,0,1,0
IN,9187328,0,1,0
IN,9185498,0,1,0
IN,9187169,0,1,0
IN,9189228,0,1,0
IN,9177173,0,1,0
IN,9172909,0,1,0
IN,9177530,0,1,0
IN,9185708,0,1,0
IN,9174519,0,1,0
IN,9176580,0,1,0
IN,919608,0,1,0
IN,9175848,0,1,0
IN,9184998,0,1,0
IN,91824793,0,1,0
IN,9176748,0,1,0
IN,918051,0,1,0
IN,9181810,0,1,0
IN,9176320,0,1,0
IN,9185838,0,1,0
IN,9181178,0,1,0
IN,918057,0,1,0
IN,9184520,0,1,0
IN,9182210,0,1,0
IN,9177859,0,1,0
IN,9187660,0,1,0
IN,9175328,0,1,0
IN,9176508,0,1,0
IN,9187390,0,1,0
IN,9185398,0,1,0
IN,9173958,0,1,0
IN,9176879,0,1,0
IN,9183677,0,1,0
IN,9173910,0,1,0
IN,917889,0,1,0
IN,9178230,0,1,0
IN,9176509,0,1,0
IN,9194982,0,1,0
IN,919334,0,1,0
IN,9187100,0,1,0
IN,9185820,0,1,0
IN,9177638,0,1,0
IN,9176450,0,1,0
IN,918820,0,1,0
IN,916039,0,1,0
IN,91877797,0,1,0
IN,9177106,0,1,0
IN,9187438,0,1,0
IN,919340,0,1,0
IN,9178059,0,1,0
IN,918975,0,1,0
IN,9187480,0,1,0
IN,9178488,0,1,0
IN,9181930,0,1,0
IN,9173909,0,1,0
IN,9173628,0,1,0
IN,9175570,0,1,0
IN,918469,0,1,0
IN,9172600,0,1,0
IN,9187409,0,1,0
IN,9177709,0,1,0
IN,9173690,0,1,0
IN,918340,0,1,0
IN,91912,0,1,0
IN,9177698,0,1,0
IN,9186469,0,1,0
IN,9185339,0,1,0
IN,9177799,0,1,0
IN,9187771,0,1,0
IN,917340,0,1,0
IN,9175758,0,1,0
IN,9173208,0,1,0
IN,918447,0,1,0
IN,9172339,0,1,0
IN,9174510,0,1,0
IN,9181550,0,1,0
IN,9183172,0,1,0
IN,9185149,0,1,0
IN,9189660,0,1,0
IN,9185989,0,1,0
IN,9175459,0,1,0
IN,9184068,0,1,0
IN,91918,0,1,0
IN,9187872,0,1,0
IN,9193099,0,1,0
IN,9186800,0,1,0
IN,917021,0,1,0
IN,9182991,0,1,0
IN,9186498,0,1,0
IN,9178118,0,1,0
IN,9183380,0,1,0
IN,9181889,0,1,0
IN,9184334,0,1,0
IN,9177570,0,1,0
IN,9182778,0,1,0
IN,9185790,0,1,0
IN,9186438,0,1,0
IN,9184908,0,1,0
IN,9189172,0,1,0
IN,9187661,0,1,0
IN,9178338,0,1,0
IN,918839,0,1,0
IN,9182659,0,1,0
IN,91952,0,1,0
IN,9173268,0,1,0
IN,918722,0,1,0
IN,917276,0,1,0
IN,9181929,0,1,0
IN,9187399,0,1,0
IN,9176730,0,1,0
IN,918953,0,1,0
IN,9188373,0,1,0
IN,9186540,0,1,0
IN,9185560,0,1,0
IN,9183970,0,1,0
IN,9187499,0,1,0
IN,9175587,0,1,0
IN,919361,0,1,0
IN,9183849,0,1,0
IN,9181730,0,1,0
IN,9172958,0,1,0
IN,9175780,0,1,0
IN,9188104,0,1,0
IN,9172710,0,1,0
IN,91171795,0,1,0
IN,919877,0,1,0
IN,9185807,0,1,0
IN,9176480,0,1,0
IN,9175228,0,1,0
IN,9176520,0,1,0
IN,9185310,0,1,0
IN,9183049,0,1,0
IN,9185409,0,1,0
IN,9199,0,1,0
IN,9178520,0,1,0
IN,9183890,0,1,0
IN,9175572,0,1,0
IN,9177008,0,1,0
IN,9176458,0,1,0
IN,9183789,0,1,0
IN,9184159,0,1,0
IN,9177100,0,1,0
IN,9174960,0,1,0
IN,919079,0,1,0
IN,9175797,0,1,0
IN,9184668,0,1,0
IN,9182995,0,1,0
IN,91887,0,1,0
IN,919684,0,1,0
IN,9183550,0,1,0
IN,9182749,0,1,0
IN,919510,0,1,0
IN,91824798,0,1,0
IN,9179793,0,1,0
IN,9185969,0,1,0
IN,918374,0,1,0
IN,9177460,0,1,0
IN,919194,0,1,0
IN,9172668,0,1,0
IN,9172176,0,1,0
IN,9176269,0,1,0
IN,9177879,0,1,0
IN,9184999,0,1,0
IN,9172380,0,1,0
IN,9185060,0,1,0
IN,916309,0,1,0
IN,9175409,0,1,0
IN,919304,0,1,0
IN,9184168,0,1,0
IN,9177738,0,1,0
IN,9187074,0,1,0
IN,9181748,0,1,0
IN,9178669,0,1,0
IN,9188478,0,1,0
IN,91750,0,1,0
IN,918369,0,1,0
IN,9189174,0,1,0
IN,9177669,0,1,0
IN,9187530,0,1,0
IN,9176389,0,1,0
IN,9173220,0,1,0
IN,9183870,0,1,0
IN,9189328,0,1,0
IN,919064,0,1,0
IN,9184330,0,1,0
IN,911765795,0,1,0
IN,919014,0,1,0
IN,9175170,0,1,0
IN,918529,0,1,0
IN,9176040,0,1,0
IN,9189479,0,1,0
IN,9181928,0,1,0
IN,917699,0,1,0
IN,9176550,0,1,0
IN,9186250,0,1,0
IN,9175504,0,1,0
IN,91733790,0,1,0
IN,9175958,0,1,0
IN,9174340,0,1,0
IN,9185039,0,1,0
IN,9185554,0,1,0
IN,9160337,0,1,0
IN,9177300,0,1,0
IN,911635795,0,1,0
IN,918073,0,1,0
IN,9178199,0,1,0
IN,9184568,0,1,0
IN,918948,0,1,0
IN,9173470,0,1,0
IN,91674795,0,1,0
IN,9177248,0,1,0
IN,918606,0,1,0
IN,9181828,0,1,0
IN,919365,0,1,0
IN,911763795,0,1,0
IN,9120795,0,1,0
IN,9174772,0,1,0
IN,918420,0,1,0
IN,917679,0,1,0
IN,9175440,0,1,0
IN,9185668,0,1,0
IN,9184029,0,1,0
IN,9182308,0,1,0
IN,9183988,0,1,0
IN,9177250,0,1,0
IN,9177599,0,1,0
IN,9182998,0,1,0
IN,9186810,0,1,0
IN,9177550,0,1,0
IN,918281,0,1,0
IN,911634795,0,1,0
IN,9178178,0,1,0
IN,9175810,0,1,0
IN,9183928,0,1,0
IN,9176610,0,1,0
IN,9188219,0,1,0
IN,9177679,0,1,0
IN,918838,0,1,0
IN,917205,0,1,0
IN,9182570,0,1,0
IN,9176349,0,1,0
IN,9185248,0,1,0
IN,9185140,0,1,0
IN,9188371,0,1,0
IN,9177172,0,1,0
IN,9176049,0,1,0
IN,9188879,0,1,0
IN,9182805,0,1,0
IN,9177758,0,1,0
IN,9177230,0,1,0
IN,9178629,0,1,0
IN,9184259,0,1,0
IN,9172471,0,1,0
IN,9173269,0,1,0
IN,9176309,0,1,0
IN,9177529,0,1,0
IN,9178679,0,1,0
IN,918958,0,1,0
IN,918328,0,1,0
IN,9187470,0,1,0
IN,9172859,0,1,0
IN,9178876,0,1,0
IN,918909,0,1,0
IN,9176828,0,1,0
IN,9186270,0,1,0
IN,9172268,0,1,0
IN,9181328,0,1,0
IN,9176175,0,1,0
IN,9198700,0,1,0
IN,9172318,0,1,0
IN,917301,0,1,0
IN,9174599,0,1,0
IN,91663795,0,1,0
IN,9188188,0,1,0
IN,9178619,0,1,0
IN,9176348,0,1,0
IN,9177520,0,1,0
IN,9188377,0,1,0
IN,917377,0,1,0
IN,9176239,0,1,0
IN,9174209,0,1,0
IN,9177558,0,1,0
IN,9178259,0,1,0
IN,9177829,0,1,0
IN,9173371,0,1,0
IN,9174928,0,1,0
IN,9196533,0,1,0
IN,916038,0,1,0
IN,917029,0,1,0
IN,9189639,0,1,0
IN,919380,0,1,0
IN,9186678,0,1,0
IN,9184050,0,1,0
IN,9189178,0,1,0
IN,918260,0,1,0
IN,9175449,0,1,0
IN,9186738,0,1,0
IN,9175489,0,1,0
IN,9177850,0,1,0
IN,91866793,0,1,0
IN,917350,0,1,0
IN,917204,0,1,0
IN,9189338,0,1,0
IN,9184268,0,1,0
IN,9182238,0,1,0
IN,918780,0,1,0
IN,9176230,0,1,0
IN,9175438,0,1,0
IN,9172719,0,1,0
IN,91861793,0,1,0
IN,9188476,0,1,0
IN,9186549,0,1,0
IN,9174230,0,1,0
IN,91836794,0,1,0
IN,9177448,0,1,0
IN,9175259,0,1,0
IN,9172830,0,1,0
IN,9177469,0,1,0
IN,9172628,0,1,0
IN,9173740,0,1,0
IN,9181388,0,1,0
IN,9183358,0,1,0
IN,9172718,0,1,0
IN,9177719,0,1,0
IN,9188630,0,1,0
IN,91861797,0,1,0
IN,9176858,0,1,0
IN,9177870,0,1,0
IN,9186710,0,1,0
IN,9178870,0,1,0
IN,918873,0,1,0
IN,9174228,0,1,0
IN,9177177,0,1,0
IN,9176420,0,1,0
IN,918655,0,1,0
IN,9187874,0,1,0
IN,918766,0,1,0
IN,9183750,0,1,0
IN,9175468,0,1,0
IN,9181880,0,1,0
IN,91824799,0,1,0
IN,9175576,0,1,0
IN,9177499,0,1,0
IN,9184429,0,1,0
IN,9172688,0,1,0
IN,9184749,0,1,0
IN,9178538,0,1,0
IN,9174968,0,1,0
IN,918054,0,1,0
IN,9177690,0,1,0
IN,9187389,0,1,0
IN,9184970,0,1,0
IN,9178260,0,1,0
IN,9181760,0,1,0
IN,9186760,0,1,0
IN,9185810,0,1,0
IN,91914,0,1,0
IN,91877792,0,1,0
IN,9181672,0,1,0
IN,9188148,0,1,0
IN,9174108,0,1,0
IN,9198707,0,1,0
IN,9187429,0,1,0
IN,9186229,0,1,0
IN,9185800,0,1,0
IN,9187458,0,1,0
IN,9185368,0,1,0
IN,9183310,0,1,0
IN,9184332,0,1,0
IN,9186848,0,1,0
IN,917879,0,1,0
IN,9185729,0,1,0
IN,917872,0,1,0
IN,919327,0,1,0
IN,9173659,0,1,0
IN,9174580,0,1,0
IN,9188698,0,1,0
IN,9184850,0,1,0
IN,9185388,0,1,0
IN,9177508,0,1,0
IN,9185968,0,1,0
IN,9186930,0,1,0
IN,9182781,0,1,0
IN,9173678,0,1,0
